"","ANALYTE_ACCESSION","GENE_SYMBOL","GENE_ALIASES","GENE_ID","GENETIC_NOMENCLATURE_ID","IMMUNOLOGY_SYMBOL","LINK","OFFICIAL_GENE_NAME","PROTEIN_ONTOLOGY_ID","PROTEIN_ONTOLOGY_NAME","PROTEIN_ONTOLOGY_SYNONYMS","PROTEIN_ONTOLOGY_SHORT_LABEL","TAXONOMY_ID","UNIPROT_ENTRY","UNIPROT_ENTRY_NAME"
"492","ANA509","Clcf1","CLC;Bsf3;","56708","MGI:1930088","Clcf1","http://www.ncbi.nlm.nih.gov/gene/56708","cardiotrophin-like cytokine factor 1","PR:Q9QZM3","cardiotrophin-like cytokine factor 1 (mouse)","B-cell-stimulating factor 3 (mouse);BSF-3 (mouse);NNT-1 (mouse);mCLCF1;novel neurotrophin-1 (mouse)","mCLCF1",10090,"CLCF1_MOUSE","Cardiotrophin-like cytokine factor 1"
"493","ANA51","CSF1","MCSF;CSF-1;","1435","HGNC:2432","MCSF","http://www.ncbi.nlm.nih.gov/gene/1435","colony stimulating factor 1 (macrophage)","PR:P09603","macrophage colony-stimulating factor 1 (human)","CSF-1 (human);M-CSF (human);MCSF (human);hCSF1;lanimostim (human)","hCSF1",9606,"CSF1_HUMAN","Processed macrophage colony-stimulating factor 1"
"494","ANA510","Cmtm1","CKLFH;CKLFH1;CHLFH1a;Cklfsf1;","100504164","MGI:2447159","Cmtm1","http://www.ncbi.nlm.nih.gov/gene/100504164","CKLF-like MARVEL transmembrane domain containing 1","PR:000029358","CKLF-like MARVEL transmembrane domain-containing protein 1","CMTM1;chemokine-like factor superfamily member 1","CMTM1",10090,"B7ZP21_MOUSE","-"
"495","ANA511","Cmtm6","Cklfsf6;AA536733;2810051A14Rik;","67213","MGI:2447165","Cmtm6","http://www.ncbi.nlm.nih.gov/gene/67213","CKLF-like MARVEL transmembrane domain containing 6","PR:Q9CZ69","CKLF-like MARVEL transmembrane domain-containing protein 6 (mouse)","chemokine-like factor superfamily member 6 (mouse);mCMTM6","mCMTM6",10090,"CKLF6_MOUSE","CKLF-like MARVEL transmembrane domain-containing protein 6"
"496","ANA512","Cmtm7","LNV;Cklfsf7;AI481279;","102545","MGI:2447166","Cmtm7","http://www.ncbi.nlm.nih.gov/gene/102545","CKLF-like MARVEL transmembrane domain containing 7","PR:Q9ESD6","CKLF-like MARVEL transmembrane domain-containing protein 7 (mouse)","LNV (mouse);chemokine-like factor superfamily member 7 (mouse);mCMTM7","mCMTM7",10090,"CKLF7_MOUSE","CKLF-like MARVEL transmembrane domain-containing protein 7"
"497","ANA513","Cntfr","RP23-167I12.1alpha;Cntfr;","12804","MGI:99605","Cntfr","http://www.ncbi.nlm.nih.gov/gene/12804","ciliary neurotrophic factor receptor","PR:O88507","ciliary neurotrophic factor receptor subunit alpha (mouse)","CNTF receptor subunit alpha (mouse);CNTFR-alpha (mouse);mCNTFR","mCNTFR",10090,"CNTFR_MOUSE","Ciliary neurotrophic factor receptor subunit alpha"
"498","ANA514","Csf1","op;Csfm;MCSF;C87615;","12977","MGI:1339753","Csf1","http://www.ncbi.nlm.nih.gov/gene/12977","colony stimulating factor 1 (macrophage)","PR:P07141","macrophage colony-stimulating factor 1 (mouse)","CSF-1 (mouse);MCSF (mouse);mCSF1","mCSF1",10090,"CSF1_MOUSE","Processed macrophage colony-stimulating factor 1"
"499","ANA515","Csf1r","AI323359;CD115;CSF-1R;Csfmr;Fim-2;Fms;M-CSF-R;M-CSFR;","12978","MGI:1339758","Csf1r","http://www.ncbi.nlm.nih.gov/gene/12978","colony stimulating factor 1 receptor","PR:P09581","macrophage colony-stimulating factor 1 receptor (mouse)","CD115 (mouse);CSF-1 receptor (mouse);CSF-1-R (mouse);CSF-1R (mouse);M-CSF-R (mouse);mCSF1R;proto-oncogene c-Fms (mouse)","mCSF1R",10090,"CSF1R_MOUSE","Macrophage colony-stimulating factor 1 receptor"
"500","ANA516","Csf2","Csfgm;GMCSF;Gm-CSf;MGI-IGM;","12981","MGI:1339752","Csf2","http://www.ncbi.nlm.nih.gov/gene/12981","colony stimulating factor 2 (granulocyte-macrophage)","PR:P01587","granulocyte-macrophage colony-stimulating factor (mouse)","CSF (mouse);GM-CSF (mouse);colony-stimulating factor (mouse);mCSF2","mCSF2",10090,"CSF2_MOUSE","Granulocyte-macrophage colony-stimulating factor"
"501","ANA968","Cd46","Mcp","17221","MGI:1203290","Cd46","http://purl.obolibrary.org/obo/PR_O88174","CD46 antigen, complement regulatory protein","PR:O88174","membrane cofactor protein (mouse)","CD46 (mouse);mCD46","mCD46",10090,"MCP_MOUSE","Membrane cofactor protein"
"502","ANA969","Cd83","-","12522","MGI:1328316","Cd83","http://purl.obolibrary.org/obo/PR_O88324","CD83 antigen","PR:O88324","CD83 antigen (mouse)","CD83 (mouse);mCD83;mCD83","mCD83",10090,"CD83_MOUSE","CD83 antigen"
"503","ANA970","Cd160","By55","54215","MGI:1860383","Cd160","http://purl.obolibrary.org/obo/PR_O88875","CD160 antigen","PR:O88875","CD160 antigen (mouse)","CD160 (mouse);mCD160;natural killer cell receptor BY55 (mouse)","mCD160",10090,"BY55_MOUSE","CD160 antigen"
"504","ANA971","Cd93","Aa4;C1qr1;C1qrp;Ly68","17064","MGI:106664","Cd93","http://purl.obolibrary.org/obo/PR_O89103","CD93 antigen","PR:O89103","complement component C1q receptor (mouse)","C1q/MBL/SPA receptor (mouse);C1qR(p) (mouse);C1qRp (mouse);CD93 (mouse);Ly-68 (mouse);cell surface antigen AA4 (mouse);complement component 1 q subcomponent receptor 1 (mouse);lymphocyte antigen 68 (mouse);mCD93","mCD93",10090,"C1QR1_MOUSE","Complement component C1q receptor"
"505","ANA972","IL18RAP","IL1R7","8807","HGNC:5989","CDw218b","http://purl.obolibrary.org/obo/PR_O95256","interleukin 18 receptor accessory protein","PR:O95256","interleukin-18 receptor accessory protein (human)","AcPL (human);CD218 antigen-like family member B (human);CD218b (human);CDw218b (human);IL-18 receptor accessory protein (human);IL-18R-beta (human);IL-18RAcP (human);IL-18Rbeta (human);IL-1R accessory protein-like (human);IL-1R-7 (human);IL-1R7 (human);IL-1RAcPL (human);accessory protein-like (human);hIL18RAP;interleukin-1 receptor 7 (human);interleukin-18 receptor accessory protein-like (human);interleukin-18 receptor beta (human)","hIL18RAP",9606,"I18RA_HUMAN","Interleukin-18 receptor accessory protein"
"506","ANA973","CD160","BY55","11126","HGNC:17013","CD160","http://purl.obolibrary.org/obo/PR_O95971","CD160 molecule","PR:O95971","CD160 antigen (human)","hCD160;natural killer cell receptor BY55 (human)","hCD160",9606,"BY55_HUMAN","CD160 antigen"
"507","ANA974","CD8a","Lyt-2;Lyt2","12525","MGI:88346","Cd8a","http://purl.obolibrary.org/obo/PR_P01731","CD8 antigen, alpha chain","PR:P01731","T-cell surface glycoprotein CD8 alpha chain (mouse)","CD8a (mouse);T-cell surface glycoprotein Lyt-2 (mouse);mCD8A","mCD8A",10090,"CD8A_MOUSE","T-cell surface glycoprotein CD8 alpha chain"
"508","ANA975","HLA-A2","HLAA","-","-","-","http://purl.obolibrary.org/obo/PR_P01892","-","PR:P01892","HLA class I histocompatibility antigen, A-2 alpha chain (human)","MHC class I antigen A*2 (human);hHLA-A*2","hHLA-A*2",9606,"1A02_HUMAN","HLA class I histocompatibility antigen, A-2 alpha chain"
"509","ANA976","GYPA","GPA","2993","HGNC:4702","CD235a","http://purl.obolibrary.org/obo/PR_P02724","glycophorin A (MNS blood group)","PR:P02724","glycophorin-A (human)","CD235a (human);MN sialoglycoprotein (human);PAS-2 (human);hGYPA;sialoglycoprotein alpha (human)","hGYPA",9606,"GLPA_HUMAN","Glycophorin-A"
"510","ANA977","SLC4A1","AE1;DI;EPB3","6521","HGNC:11027","CD233","http://purl.obolibrary.org/obo/PR_P02730","solute carrier family 4 member 1 (Diego blood group)","PR:P02730","band 3 anion transport protein (human)","AE 1 (human);CD233 (human);anion exchange protein 1 (human);anion exchanger 1 (human);hSLC4A1;solute carrier family 4 member 1 (human)","hSLC4A1",9606,"B3AT_HUMAN","Band 3 anion transport protein"
"511","ANA576","Il10","CSIF;Il-10;","16153","MGI:96537","Il10","http://www.ncbi.nlm.nih.gov/gene/16153","interleukin 10","PR:P18893","interleukin-10 (mouse)","CSIF (mouse);IL-10 (mouse);cytokine synthesis inhibitory factor (mouse);mIL10","mIL10",10090,"IL10_MOUSE","Interleukin-10"
"512","ANA577","Il10ra","AW553859;CDw210;CDw210a;Il10r;mIL-10R;","16154","MGI:96538","Il10ra","http://www.ncbi.nlm.nih.gov/gene/16154","interleukin 10 receptor, alpha","PR:Q61727","interleukin-10 receptor subunit alpha (mouse)","CD210 (mouse);CDw210a (mouse);IL-10 receptor subunit alpha (mouse);IL-10R subunit 1 (mouse);IL-10R subunit alpha (mouse);IL-10R1 (mouse);IL-10RA (mouse);interleukin-10 receptor subunit 1 (mouse);mIL10RA","mIL10RA",10090,"I10R1_MOUSE","Interleukin-10 receptor subunit alpha"
"513","ANA578","Il10rb","6620401D04Rik;AI528744;CRF2-4;Crfb4;D16H21S58;D21S58h;IL-10R2;Il10r2;","16155","MGI:109380","Il10rb","http://www.ncbi.nlm.nih.gov/gene/16155","interleukin 10 receptor, beta","PR:Q61190","interleukin-10 receptor subunit beta (mouse)","CDw210b (mouse);CRF2-4 (mouse);IL-10 receptor subunit beta (mouse);IL-10R subunit 2 (mouse);IL-10R subunit beta (mouse);IL-10R2 (mouse);IL-10RB (mouse);cytokine receptor class-II member 4 (mouse);cytokine receptor family 2 member 4 (mouse);interleukin-10 receptor subunit 2 (mouse);mIL10RB","mIL10RB",10090,"-","-"
"514","ANA579","Il11","IL-11;","16156","MGI:107613","Il11","http://www.ncbi.nlm.nih.gov/gene/16156","interleukin 11","PR:P47873","interleukin-11 (mouse)","IL-11 (mouse);mIL11","mIL11",10090,"IL11_MOUSE","Interleukin-11"
"515","ANA58","CX3CL1","NTN;NTT;CXC3;CXC3C;SCYD1;ABCD-3;C3Xkine;fractalkine;neurotactin;","6376","HGNC:10647","FRACTALKINE","http://www.ncbi.nlm.nih.gov/gene/6376","chemokine (C-X3-C motif) ligand 1","PR:P78423","fractalkine (human)","C-X3-C motif chemokine 1 (human);CX3C membrane-anchored chemokine (human);hCX3CL1;neurotactin (human);small-inducible cytokine D1 (human)","hCX3CL1",9606,"X3CL1_HUMAN","Processed fractalkine"
"516","ANA580","Il11ra1","RP23-167I12.2;AI314697;GP130;Il-11ra;Il11ra;Il11ra2;NR1;","16157","MGI:107426","Il11ra1","http://www.ncbi.nlm.nih.gov/gene/16157","interleukin 11 receptor, alpha chain 1","PR:Q64385","interleukin-11 receptor subunit alpha-1 (mouse)","Etl-2 (mouse);IL-11 receptor subunit alpha-1 (mouse);IL-11R subunit alpha-1 (mouse);IL-11R-alpha-1 (mouse);IL-11RA1 (mouse);NR-1 (mouse);NR1 (mouse);enhancer trap locus homolog 2 (mouse);mIl11ra1;novel cytokine receptor 1 (mouse)","mIl11ra1",10090,"I11RA_MOUSE","Interleukin-11 receptor subunit alpha-1"
"517","ANA581","Il12a","p35;Ll12a;Il-12a;IL-12p35;","16159","MGI:96539","Il12p35","http://www.ncbi.nlm.nih.gov/gene/16159","interleukin 12a","PR:P43431","interleukin-12 subunit alpha (mouse)","CLMF p35 (mouse);IL-12 subunit p35 (mouse);IL-12A (mouse);cytotoxic lymphocyte maturation factor 35 kDa subunit (mouse);mIL12A","mIL12A",10090,"IL12A_MOUSE","Interleukin-12 subunit alpha"
"518","ANA582","Il12b","p40;Il-12b;Il12p40;Il-12p40;","16160","MGI:96540","IL12p40","http://www.ncbi.nlm.nih.gov/gene/16160","interleukin 12b","PR:P43432","interleukin-12 subunit beta (mouse)","CLMF p40 (mouse);IL-12 subunit p40 (mouse);IL-12B (mouse);cytotoxic lymphocyte maturation factor 40 kDa subunit (mouse);mIL12B","mIL12B",10090,"IL12B_MOUSE","Interleukin-12 subunit beta"
"519","ANA978","CD74","DHLAG","972","HGNC:1697","CD74","http://purl.obolibrary.org/obo/PR_P04233","CD74 molecule","PR:P04233","HLA class II histocompatibility antigen gamma chain (human)","HLA-DR antigens-associated invariant chain;Ia antigen-associated invariant chain (human);Ii (human);hCD74","hCD74",9606,"HG2A_HUMAN","HLA class II histocompatibility antigen gamma chain"
"520","ANA979","CD3D","T3D","915","HGNC:1673","CD3d","http://purl.obolibrary.org/obo/PR_P04234","CD3d molecule","PR:P04234","T-cell surface glycoprotein CD3 delta chain (human)","CD3d (human);T-cell receptor T3 delta chain (human);hCD3D","hCD3D",9606,"CD3D_HUMAN","T-cell surface glycoprotein CD3 delta chain"
"521","ANA980","Cd3d","T3d","12500","MGI:88331","Cd3d","http://purl.obolibrary.org/obo/PR_P04235","CD3 antigen, delta polypeptide","PR:P04235","T-cell surface glycoprotein CD3 delta chain (mouse)","CD3d (mouse);T-cell receptor T3 delta chain (mouse);mCD3D","mCD3D",10090,"CD3D_MOUSE","T-cell surface glycoprotein CD3 delta chain"
"522","ANA981","Cd74","Ii","16149","MGI:96534","Cd74","http://purl.obolibrary.org/obo/PR_P04441","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)","PR:P04441","H-2 class II histocompatibility antigen gamma chain (mouse)","CD74 (mouse);Ia antigen-associated invariant chain (mouse);MHC class II-associated invariant chain (mouse);mCD74","mCD74",10090,"HG2A_MOUSE","H-2 class II histocompatibility antigen gamma chain"
"523","ANA982","ERBB2","HER2;MLN19;NEU;NGL","2064","HGNC:3430","CD340","http://purl.obolibrary.org/obo/PR_P04626","erb-b2 receptor tyrosine kinase 2","PR:P04626","receptor tyrosine-protein kinase erbB-2 (human)","CD340 (human);MLN 19 (human);hERBB2;metastatic lymph node gene 19 protein (human);p185erbB2 (human);proto-oncogene Neu (human);proto-oncogene c-ErbB-2 (human);tyrosine kinase-type cell surface receptor HER2 (human)","hERBB2",9606,"ERBB2_HUMAN","Receptor tyrosine-protein kinase erbB-2"
"524","ANA983","GYPC","GLPC;GPC","2995","HGNC:4704","CD236R","http://purl.obolibrary.org/obo/PR_P04921","glycophorin C (Gerbich blood group)","PR:P04921","glycophorin-C (human)","CD236 (human);GPD (human);PAS-2' (human);glycoconnectin (human);glycophorin-D (human);glycoprotein beta (human);hGYPC;sialoglycoprotein D (human)","hGYPC",9606,"GLPC_HUMAN","Glycophorin-C"
"525","ANA984","ITGB3","GP3A","3690","HGNC:6156","CD61","http://purl.obolibrary.org/obo/PR_P05106","integrin subunit beta 3","PR:P05106","integrin beta-3 (human)","CD61 (human);GPIIIa (human);hITGB3;platelet membrane glycoprotein IIIa (human)","hITGB3",9606,"ITB3_HUMAN","Integrin beta-3"
"526","ANA985","ITGB2","CD18;MFI7","3689","HGNC:6155","CD18","http://purl.obolibrary.org/obo/PR_P05107","integrin subunit beta 2","PR:P05107","integrin beta-2 (human)","cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta (human);complement receptor C3 subunit beta (human);hITGB2","hITGB2",9606,"ITB2_HUMAN","Integrin beta-2"
"527","ANA986","ITGB1","FNRB;MDF2;MSK12","3688","HGNC:6153","CD29","http://purl.obolibrary.org/obo/PR_P05556","integrin subunit beta 1","PR:P05556","integrin beta-1 (human)","CD29 (human);GPIIA (human);VLA-4 subunit beta (human);fibronectin receptor subunit beta (human);glycoprotein IIa (human);hITGB1","hITGB1",9606,"ITB1_HUMAN","Integrin beta-1"
"528","ANA987","GYPB","GPB","2994","HGNC:4703","CD235b","http://purl.obolibrary.org/obo/PR_P06028","glycophorin B (MNS blood group)","PR:P06028","glycophorin-B (human)","CD235b (human);PAS-3 (human);SS-active sialoglycoprotein (human);hGYPB;sialoglycoprotein delta (human)","hGYPB",9606,"GLPB_HUMAN","Glycophorin-B"
"529","ANA583","Il12rb1","CD212;IL-12R[b];","16161","MGI:104579","Il12rb1","http://www.ncbi.nlm.nih.gov/gene/16161","interleukin 12 receptor, beta 1","PR:Q60837","interleukin-12 receptor subunit beta-1 (mouse)","CD212 (mouse);IL-12 receptor beta component (mouse);IL-12 receptor subunit beta-1 (mouse);IL-12R subunit beta-1 (mouse);IL-12R-beta-1 (mouse);mIL12RB1","mIL12RB1",10090,"I12R1_MOUSE","Interleukin-12 receptor subunit beta-1"
"530","ANA584","Il12rb2","A930027I18Rik;IL-12RB2;Ifnm;","16162","MGI:1270861","Il12rb2","http://www.ncbi.nlm.nih.gov/gene/16162","interleukin 12 receptor, beta 2","PR:P97378","interleukin-12 receptor subunit beta-2 (mouse)","IL-12 receptor subunit beta-2 (mouse);IL-12R subunit beta-2 (mouse);IL-12R-beta-2 (mouse);IL-12RB2 (mouse);mIL12RB2","mIL12RB2",10090,"I12R2_MOUSE","Interleukin-12 receptor subunit beta-2"
"531","ANA585","Il13","Il-13;","16163","MGI:96541","Il13","http://www.ncbi.nlm.nih.gov/gene/16163","interleukin 13","PR:P20109","interleukin-13 (mouse)","IL-13 (mouse);T-cell activation protein P600 (mouse);mIL13","mIL13",10090,"IL13_MOUSE","Interleukin-13"
"532","ANA586","Il13ra1","RP23-132G2.1;AI882074;CD213a1;IL-13r[a];Il13ra;NR4;","16164","MGI:105052","Il13ra1","http://www.ncbi.nlm.nih.gov/gene/16164","interleukin 13 receptor, alpha 1","PR:O09030","interleukin-13 receptor subunit alpha-1 (mouse)","CD213a1 (mouse);IL-13 receptor subunit alpha-1 (mouse);IL-13R subunit alpha-1 (mouse);IL-13R-alpha-1 (mouse);IL-13RA1 (mouse);NR4 (mouse);interleukin-13-binding protein (mouse);mIL13RA1;novel cytokine receptor 4 (mouse)","mIL13RA1",10090,"I13R1_MOUSE","Interleukin-13 receptor subunit alpha-1"
"533","ANA587","Il13ra2","CD213a2;","16165","MGI:1277954","Il13ra2","http://www.ncbi.nlm.nih.gov/gene/16165","interleukin 13 receptor, alpha 2","PR:O88786","interleukin-13 receptor subunit alpha-2 (mouse)","CD213a2 (mouse);IL-13 receptor subunit alpha-2 (mouse);IL-13R subunit alpha-2 (mouse);IL-13R-alpha-2 (mouse);IL-13RA2 (mouse);mIL13RA2","mIL13RA2",10090,"I13R2_MOUSE","Interleukin-13 receptor subunit alpha-2"
"534","ANA588","Il15","IL-15;AI503618;","16168","MGI:103014","Il15","http://www.ncbi.nlm.nih.gov/gene/16168","interleukin 15","PR:P48346","interleukin-15 (mouse)","IL-15 (mouse);mIL15","mIL15",10090,"IL15_MOUSE","Interleukin-15"
"535","ANA589","Il15ra","RP23-114B13.4;AA690181;IL-15RA;","16169","MGI:104644","Il15ra","http://www.ncbi.nlm.nih.gov/gene/16169","interleukin 15 receptor, alpha chain","PR:Q60819","interleukin-15 receptor subunit alpha (mouse)","CD215 (mouse);IL-15 receptor subunit alpha (mouse);IL-15R-alpha (mouse);IL-15RA (mouse);mIL15RA","mIL15RA",10090,"I15RA_MOUSE","Soluble interleukin-15 receptor subunit alpha"
"536","ANA59","CX3CR1","CCRL1;CMKBRL1;CMKDR1;GPR13;GPRV28;V28;","1524","HGNC:2558","CCRL1","http://www.ncbi.nlm.nih.gov/gene/1524","chemokine (C-X3-C motif) receptor 1","PR:P49238","CX3C chemokine receptor 1 (human)","C-X3-C CKR-1 (human);CMK-BRL-1 (human);CMK-BRL1 (human);G-protein coupled receptor 13 (human);V28 (human);beta chemokine receptor-like 1 (human);fractalkine receptor (human);hCX3CR1","hCX3CR1",9606,"CX3C1_HUMAN","CX3C chemokine receptor 1"
"537","ANA590","Il16","mKIAA4048;","16170","MGI:1270855","Il16","http://www.ncbi.nlm.nih.gov/gene/16170","interleukin 16","PR:O54824","pro-interleukin-16 (mouse)","mIL16","mIL16",10090,"IL16_MOUSE","Interleukin-16"
"538","ANA591","Il17a","Il17;Ctla8;IL-17;Ctla-8;IL-17A;","16171","MGI:107364","Il17a","http://www.ncbi.nlm.nih.gov/gene/16171","interleukin 17A","PR:Q62386","interleukin-17A (mouse)","CTLA-8 (mouse);IL-17 (mouse);IL-17A (mouse);cytotoxic T-lymphocyte-associated antigen 8 (mouse);mIL17A","mIL17A",10090,"IL17_MOUSE","Interleukin-17A"
"539","ANA988","CD1A","-","909","HGNC:1634","CD1a","http://purl.obolibrary.org/obo/PR_P06126","CD1a molecule","PR:P06126","T-cell surface glycoprotein CD1a (human)","CD1a (human);T-cell surface antigen T6/Leu-6 (human);hCD1A;hTa1 thymocyte antigen;human CD1a chain","hCD1A",9606,"CD1A_HUMAN","T-cell surface glycoprotein CD1a"
"540","ANA989","INSR","-","3643","HGNC:6091","CD220","http://purl.obolibrary.org/obo/PR_P06213","insulin receptor","PR:P06213","insulin receptor (human)","CD220 (human);IR (human);hINSR","hINSR",9606,"INSR_HUMAN","Insulin receptor"
"541","ANA990","CEACAM5","CEA","1048","HGNC:1817","CD66e","http://purl.obolibrary.org/obo/PR_P06731","carcinoembryonic antigen related cell adhesion molecule 5","PR:P06731","carcinoembryonic antigen-related cell adhesion molecule 5 (human)","CD66e (human);carcinoembryonic antigen (human);hCEACAM5;meconium antigen 100 (human)","hCEACAM5",9606,"CEAM5_HUMAN","Carcinoembryonic antigen-related cell adhesion molecule 5"
"542","ANA991","ITGAV","MSK8;VNRA;VTNR","3685","HGNC:6150","CD51","http://purl.obolibrary.org/obo/PR_P06756","integrin subunit alpha V","PR:P06756","integrin alpha-V (human)","CD51 (human);hITGAV;vitronectin receptor (human);vitronectin receptor subunit alpha (human)","hITGAV",9606,"ITAV_HUMAN","Integrin alpha-V"
"543","ANA992","GP1BA","-","2811","HGNC:4439","CD42b","http://purl.obolibrary.org/obo/PR_P07359","glycoprotein Ib platelet subunit alpha","PR:P07359","platelet glycoprotein Ib alpha chain (human)","CD42b (human);GP-Ib alpha (human);GPIb-alpha (human);GPIbA (human);antigen CD42b-alpha (human);glycoprotein Ibalpha (human);hGP1BA","hGP1BA",9606,"GP1BA_HUMAN","Platelet glycoprotein Ib alpha chain"
"544","ANA993","IGF1R","-","3480","HGNC:5465","CD221","http://purl.obolibrary.org/obo/PR_P08069","insulin like growth factor 1 receptor","PR:P08069","insulin-like growth factor 1 receptor (human)","CD221 (human);IGF-I receptor (human);hIGF1R;insulin-like growth factor I receptor (human)","hIGF1R",9606,"IGF1R_HUMAN","Insulin-like growth factor 1 receptor"
"545","ANA994","NGFR","TNFRSF16","4804","HGNC:7809","CD271","http://purl.obolibrary.org/obo/PR_P08138","nerve growth factor receptor","PR:P08138","tumor necrosis factor receptor superfamily member 16 (human)","CD271 (human);NGF receptor (human);gp80-LNGFR (human);hNGFR;low affinity neurotrophin receptor p75NTR (human);low-affinity nerve growth factor receptor (human);p75 ICD (human)","hNGFR",9606,"TNR16_HUMAN","Tumor necrosis factor receptor superfamily member 16"
"546","ANA995","CD55","CR;DAF","1604","HGNC:2665","CD55","http://purl.obolibrary.org/obo/PR_P08174","CD55 molecule (Cromer blood group)","PR:P08174","complement decay-accelerating factor (human)","hCD55","hCD55",9606,"DAF_HUMAN","Complement decay-accelerating factor"
"547","ANA996","ABCB1","MDR1;PGY1","5243","HGNC:40","CD243","http://purl.obolibrary.org/obo/PR_P08183","ATP binding cassette subfamily B member 1","PR:P08183","multidrug resistance protein 1 (human)","ATP-binding cassette sub-family B member 1 (human);CD243 (human);P-glycoprotein 1 (human);hABCB1","hABCB1",9606,"MDR1_HUMAN","ATP-dependent translocase ABCB1"
"548","ANA997","ITGA2B","GP2B;ITGAB","3674","HGNC:6138","CD41","http://purl.obolibrary.org/obo/PR_P08514","integrin subunit alpha 2b","PR:P08514","integrin alpha-IIb (human)","CD41 (human);GPIIb (human);GPalpha IIb (human);hITGA2B;platelet membrane glycoprotein IIb (human)","hITGA2B",9606,"ITA2B_HUMAN","Integrin alpha-IIb"
